Long,Lat,Depth,T,Sal,CDOM,Turb,TA,O2,pH,pCO2 ,Ar ,SPM,POC,DIC,nDIC,AOU,Temp K,CO2_Gas_conc_?mol_L
129.9957,73.1840,9.9,-0.70,28.20,,0.11,2101.9,193.13,7.44,1580.44,0.29,,,2169.90,2693.40,180.55,272.45,70.655
129.9957,73.1840,15.2,-0.88,28.25,8.84,0.30,2123.2,167.64,7.40,1734.33,0.26,,0.32,2205.00,2731.52,207.68,272.27,77.586
129.9957,73.1840,19.5,-0.89,28.26,8.73,0.27,2114.2,168.65,7.41,1713.53,0.27,,0.27,2200.30,2725.03,206.78,272.26,76.659
140.937,73.191,0.0,3.88,18.10,22.18,4.84,1437.0,350.00,7.85,458.40,0.44,4.40,0.38,1422.00,2749.72,8.60,277.03,20.155
140.937,73.191,12.0,3.75,18.30,23.10,5.59,1451.0,348.00,7.83,492.26,0.42,5.86,0.28,1441.00,2755.41,11.17,276.90,21.653
140.971,73.192,0.0,3.09,14.16,46.16,7.58,1274.8,371.23,7.73,563.90,0.25,,,1286.00,3179.68,5.73,276.24,24.864
140.971,73.192,11.4,2.91,14.45,45.66,9.04,1332.6,369.14,7.71,606.90,0.26,,,1346.00,3259.53,8.67,276.06,26.777
139.89,73.2,0.0,2.10,19.50,,,1613.0,374.00,7.97,496.00,0.48,50.00,,1575.71,2828.19,-2.70,275.25,21.949
141.25,73.2,0.0,2.05,20.05,,,1486.0,376.10,7.97,447.10,0.45,28.90,,1447.05,2526.02,-5.87,275.20,19.789
155.1675,73.2918,4.0,1.80,22.82,,0.01,1632.5,373.97,7.87,462.04,0.56,,0.37,1589.30,2437.43,-9.16,274.95,20.468
155.1675,73.2918,10.0,1.59,22.80,,0.02,1630.1,374.41,7.87,467.22,0.54,,,1592.60,2444.52,-7.60,274.74,20.713
155.1675,73.2918,14.8,-0.51,23.04,,0.01,1740.2,369.98,7.78,613.25,0.44,,,1723.80,2618.09,17.17,272.64,27.397
155.1675,73.2918,32.6,-1.12,31.71,,0.13,2147.2,,7.40,1723.12,0.29,,,2236.50,2468.50,,272.03,77.153
155.1675,73.2918,32.7,-1.12,31.71,,0.13,2169.6,134.55,7.38,1824.55,0.28,,0.36,2266.10,2501.21,233.06,272.03,81.694
155.1675,73.2918,32.7,-1.12,31.71,,0.13,2169.6,134.55,7.38,1824.55,0.28,,0.36,2266.10,2501.21,233.06,272.03,81.694
140.085,73.297,3.1,1.58,24.37,12.30,24.46,1756.0,279.87,7.74,675.34,0.46,57.80,,1750.28,2514.05,82.67,274.73,29.941
140.085,73.297,7.0,1.56,24.85,12.08,24.46,1896.6,248.14,7.65,902.26,0.42,,,1910.59,2690.94,113.23,274.71,40.005
140.085,73.297,8.8,1.46,26.41,11.77,24.46,1943.0,228.63,7.62,979.05,0.41,57.80,,1961.35,2599.77,129.38,274.61,43.425
129.473,73.299,3.7,2.65,19.23,19.79,4.72,1634.2,327.18,7.97,384.21,0.64,5.53,,1594.40,2902.39,39.65,275.80,16.968
129.473,73.299,13.7,2.37,20.66,19.76,24.46,1677.7,319.51,7.95,407.28,0.65,29.26,,1638.00,2774.78,45.99,275.52,18.006
139.8927,73.3053,4.0,6.44,13.72,12.19,0.11,1369.7,348.49,7.80,537.04,0.36,,0.14,1354.70,3456.30,-0.79,279.59,23.396
139.8927,73.3053,8.1,6.04,14.80,12.19,0.07,1425.3,342.06,7.79,564.53,0.38,,0.11,1416.80,3351.60,6.28,279.19,24.629
139.768,73.316,3.0,1.87,18.60,15.07,22.46,1527.7,336.83,7.92,406.47,0.51,20.60,,1502.02,2825.69,39.28,275.02,18.002
139.768,73.316,7.9,1.86,18.62,15.12,22.33,1526.6,335.32,7.92,410.85,0.50,22.30,,1501.74,2822.43,40.80,275.01,18.197
139.867,73.34,0.0,2.57,18.87,23.55,98.48,1488.0,357.00,7.89,428.83,0.48,195.00,1.57,1473.00,2731.82,11.55,275.72,18.944
129.9970,73.3663,4.0,8.51,8.15,14.42,0.05,1050.3,,7.72,553.98,0.21,,0.13,1018.70,4377.26,,281.66,23.957
129.9970,73.3663,10.5,-0.53,20.91,,0.03,1692.4,383.17,7.78,602.17,0.40,,,1703.40,2851.44,10.70,272.62,26.904
129.9970,73.3663,15.1,-1.21,25.04,10.98,0.01,2024.9,383.54,7.86,571.48,0.63,,0.26,1990.60,2782.77,4.91,271.94,25.597
129.9970,73.3663,19.1,-1.14,28.14,,0.17,2136.8,245.04,7.56,1204.69,0.37,,,2163.80,2691.63,133.28,272.01,53.944
129.9970,73.3663,23.1,-1.13,28.13,9.04,0.20,2141.8,246.75,7.58,1155.56,0.39,,0.18,2217.40,2758.65,131.49,272.02,51.742
131.339,73.416,0.0,3.45,12.60,72.03,3.55,1326.0,389.00,7.90,408.75,0.37,2.90,0.12,1320.00,3666.08,-11.14,276.60,18.000
131.339,73.416,13.0,3.31,13.84,,2.47,1326.0,382.00,7.87,429.47,0.36,,,1321.00,3340.68,-6.33,276.46,18.921
131.339,73.416,24.0,-1.23,31.97,,6.52,2235.0,155.00,7.42,1696.41,0.31,6.60,0.08,2317.00,2536.76,213.00,271.92,75.989
155.082,73.434,0.0,1.07,19.56,18.26,3.80,1558.8,381.08,7.81,526.40,0.40,0.73,0.10,1552.00,2776.43,0.17,274.22,23.381
155.082,73.434,17.0,-0.91,24.20,10.61,0.95,1830.9,373.52,7.77,637.00,0.46,,,1827.00,2641.85,14.30,272.24,28.500
155.082,73.434,34.2,-1.26,30.81,8.22,3.49,2125.0,147.67,7.32,2070.40,0.23,2.85,0.16,2240.00,2544.41,223.94,271.89,92.749
140.081,73.449,0.0,2.83,18.63,24.73,32.11,1462.0,366.00,7.86,455.63,0.44,50.40,0.62,1448.00,2720.05,0.79,275.98,20.109
145.002,73.455,0.0,2.57,17.66,18.34,31.94,1411.0,369.00,7.89,412.18,0.44,9.10,0.27,1395.00,2765.51,3.06,275.72,18.209
146.837,73.516,0.0,1.88,16.92,32.28,5.76,1488.4,378.00,7.76,583.10,0.33,5.19,0.19,1494.00,3090.48,2.87,275.03,25.823
146.837,73.516,12.0,1.90,16.97,32.33,6.05,1487.7,375.86,7.76,584.00,0.33,4.97,0.23,1493.00,3078.64,4.73,275.05,25.862
130.0078,73.5657,2.3,9.50,5.28,15.83,0.05,874.8,341.84,7.66,559.50,0.15,,0.19,835.90,5541.84,1.93,282.65,24.111
130.0078,73.5657,3.8,9.46,5.29,15.77,0.05,891.9,,7.66,572.87,0.15,,0.17,839.40,5552.32,,282.61,24.690
130.0078,73.5657,10.1,-0.42,23.12,,0.06,1940.4,343.63,7.73,758.21,0.45,,,1925.70,2915.09,42.34,272.73,33.862
130.0078,73.5657,13.8,-0.78,24.54,11.31,0.06,1997.3,329.49,7.73,766.99,0.47,,0.76,1991.50,2840.94,55.92,272.37,34.299
151.001,73.567,0.0,1.97,20.26,20.97,4.52,1625.0,373.85,7.88,454.41,0.56,4.00,0.19,1600.00,2764.00,-3.44,275.12,20.118
151.001,73.567,16.0,1.78,20.43,21.86,12.54,1652.0,367.76,7.89,456.12,0.57,11.25,0.30,1627.00,2787.29,3.99,274.93,20.208
129.764,73.572,4.0,3.10,18.69,19.85,2.29,1612.0,323.19,7.99,367.60,0.66,4.15,,1569.70,2939.58,40.88,276.25,16.208
129.764,73.572,11.7,3.11,18.69,19.68,2.21,1612.0,323.67,7.97,382.29,0.63,3.58,,1572.70,2944.72,40.31,276.26,16.855
146.826,73.605,0.0,2.28,18.51,21.43,3.22,1480.0,372.85,7.82,490.49,0.42,2.88,0.24,1470.00,2779.59,-0.43,275.43,21.691
146.826,73.605,12.0,2.36,18.74,21.46,4.83,1495.0,360.47,7.82,499.26,0.43,3.40,0.22,1485.00,2774.11,10.54,275.51,22.073
151.01,73.651,0.0,2.04,19.59,6.80,2.11,1467.0,371.00,7.90,407.97,0.48,1.06,0.14,1446.00,2583.59,0.60,275.19,18.057
151.01,73.651,15.0,1.28,26.16,10.43,5.81,1876.0,252.00,7.45,1421.53,0.27,4.33,0.25,1939.00,2594.23,108.35,274.43,63.092
149.597,73.690,3.3,1.40,22.32,6.96,3.42,1663.7,334.24,7.89,453.42,0.57,9.04,,1633.00,2560.17,35.79,274.55,20.116
149.597,73.690,13.1,1.40,22.32,6.99,3.79,1668.4,336.75,7.89,460.17,0.57,8.52,,1638.60,2568.98,33.26,274.55,20.415
128.675,73.735,3.3,2.70,20.18,18.49,2.29,1685.5,325.87,7.96,397.25,0.67,4.64,,1643.20,2849.61,37.80,275.85,17.540
128.675,73.735,9.6,2.78,21.31,18.31,2.47,1729.5,321.42,7.96,402.76,0.71,,,1682.80,2763.56,38.42,275.93,17.779
128.675,73.735,14.4,2.02,29.97,11.42,2.49,2143.3,258.92,7.76,747.13,0.70,,,2116.50,2471.71,84.50,275.17,33.072
128.675,73.735,20.7,1.38,31.30,10.35,24.46,2158.3,251.77,7.72,832.43,0.64,26.30,,2142.60,2395.76,93.72,274.53,36.933
139.334,73.735,0.0,2.90,17.54,,2.78,1442.0,363.00,7.90,409.66,0.47,1.46,0.13,1424.00,2841.51,6.20,276.05,18.076
139.334,73.735,12.0,2.77,20.27,21.90,23.75,1498.0,325.00,7.78,557.84,0.40,2.00,0.09,1498.00,2587.22,37.81,275.92,24.625
137.159,73.849,0.0,-0.89,15.67,41.40,1.70,1448.9,378.40,7.75,595.40,0.30,,,1458.00,3256.35,36.02,272.26,26.636
137.159,73.849,9.5,-0.79,27.30,46.00,1.62,2058.6,227.85,7.40,1706.30,0.25,,,2148.00,2753.81,149.42,272.36,76.308
137.159,73.849,22.0,2.00,30.66,26.05,14.98,2187.0,158.06,7.32,2170.60,0.24,,,2307.00,2633.88,183.75,275.15,96.089
148.922,73.855,0.0,2.14,19.73,19.26,4.36,1551.0,370.13,7.86,460.91,0.50,4.34,0.25,1532.00,2717.83,0.10,275.29,20.393
148.922,73.855,16.0,2.18,19.76,19.48,9.73,1565.0,367.82,7.86,469.29,0.50,7.67,0.46,1546.00,2738.64,1.97,275.33,20.761
126.56,73.88,0.0,1.51,25.43,,,,310.10,7.73,881.84,0.37,,,1676.10,2306.87,50.16,274.66,39.107
126.56,73.88,5.0,-0.41,30.66,,,,233.80,7.69,981.23,0.42,,,1873.96,2139.23,129.96,272.74,43.821
126.56,73.88,10.0,-1.14,31.67,,,,235.00,7.69,995.66,0.43,,,1930.92,2133.95,132.96,272.01,44.584
126.56,73.88,15.0,-1.25,31.95,,,,229.60,7.69,943.59,0.41,,,1842.73,2018.64,138.63,271.90,42.270
132.647,73.886,0.0,3.24,13.34,59.01,4.18,1328.0,388.00,7.89,411.67,0.37,,,1322.00,3469.30,-10.16,276.39,18.142
132.647,73.886,8.0,3.15,13.70,57.83,7.08,1330.0,385.00,7.89,413.80,0.37,,,1324.00,3382.48,-7.29,276.30,18.242
144.998,73.902,0.0,2.73,16.68,17.07,14.49,1345.0,370.00,7.88,407.83,0.40,13.73,0.55,1333.00,2796.89,3.20,275.88,18.006
144.998,73.902,8.0,2.74,16.68,,29.94,1343.0,366.00,7.88,411.14,0.39,21.70,0.29,1331.00,2793.20,7.13,275.89,18.151
138.756,73.999,0.0,2.54,17.01,29.17,2.13,1436.0,368.00,7.91,398.34,0.46,1.26,,1418.00,2917.35,6.17,275.69,17.599
138.756,73.999,8.0,2.60,17.36,,2.15,1475.0,365.00,7.91,408.21,0.48,,,1455.00,2933.81,7.60,275.75,18.031
138.756,73.999,16.0,0.71,27.61,,8.36,2027.0,171.00,7.33,1977.50,0.23,8.80,0.38,2131.00,2701.08,190.71,273.86,87.952
155.9997,73.9998,4.3,2.02,20.17,,0.02,1624.0,371.67,7.89,457.06,0.54,,,1570.80,2725.27,-1.47,275.17,20.232
155.9997,73.9998,9.6,1.60,21.16,,0.02,1643.7,373.88,7.87,478.31,0.53,,,1598.30,2643.54,-2.50,274.75,21.204
155.9997,73.9998,15.1,-0.50,24.03,,0.03,1771.3,345.80,7.70,739.03,0.39,,,1776.60,2587.89,38.30,272.65,33.015
155.9997,73.9998,20.2,-0.79,25.90,,0.07,1798.0,344.10,7.75,658.76,0.46,,,1795.40,2426.39,37.30,272.36,29.460
155.9997,73.9998,25.2,-1.13,31.44,,0.20,2162.3,156.11,7.42,1665.19,0.30,,,2247.80,2502.72,212.45,272.02,74.563
155.9997,73.9998,34.1,-1.14,31.47,,0.31,2162.3,157.15,7.42,1657.21,0.30,,,2244.40,2496.17,211.35,272.01,74.207
129.9997,74.1320,1.7,6.89,6.32,17.31,0.04,1001.8,367.46,7.73,532.47,0.18,,0.14,960.70,5320.33,-4.30,280.04,23.159
129.9997,74.1320,4.1,6.88,6.31,17.56,0.04,1004.3,365.55,7.73,535.27,0.18,,0.14,971.00,5386.75,-2.26,280.03,23.282
129.9997,74.1320,10.5,-0.89,26.14,13.43,0.14,1969.4,345.35,7.74,735.52,0.49,,0.12,1957.20,2620.11,36.34,272.26,32.905
129.9997,74.1320,14.7,-1.26,28.91,,0.07,2171.6,308.47,7.74,790.63,0.58,,,2163.70,2619.32,68.77,271.89,35.419
129.9997,74.1320,15.6,-1.26,28.90,10.93,0.06,2163.9,308.13,7.75,776.31,0.58,,0.75,2143.40,2595.83,69.14,271.89,34.777
153.314,74.135,0.0,1.69,20.01,23.39,15.23,1674.6,370.77,7.82,548.70,0.46,,,1663.00,2908.81,3.04,274.84,24.317
153.314,74.135,14.0,1.12,21.41,20.44,3.48,1705.1,366.72,7.81,556.40,0.47,,,1693.00,2768.24,8.65,274.27,24.709
153.314,74.135,18.4,-0.71,26.09,14.37,35.42,1717.5,276.14,7.47,1200.00,0.24,,,1773.00,2378.61,103.94,272.44,53.650
133.491,74.15,0.0,2.98,13.31,52.72,16.55,1286.0,373.00,7.86,428.07,0.33,12.60,0.42,1284.00,3377.68,7.47,276.13,18.883
133.491,74.15,6.0,2.98,13.31,52.54,20.41,1288.0,374.00,7.86,426.73,0.33,22.00,0.29,1286.00,3382.94,6.48,276.13,18.824
146.671,74.164,0.0,0.78,17.21,37.56,5.82,1549.6,388.17,7.77,591.20,0.34,5.21,0.24,1556.00,3163.80,3.17,273.93,26.288
146.671,74.164,15.0,0.89,17.28,37.69,5.87,1555.0,386.75,7.76,595.50,0.34,5.41,0.21,1562.00,3164.45,3.19,274.04,26.468
128.836,74.261,3.4,2.57,18.93,18.97,5.22,1613.5,326.88,7.94,411.25,0.58,6.17,,1581.10,2923.09,41.53,275.72,18.167
128.836,74.261,10.5,2.57,18.95,18.98,5.63,1618.6,326.86,7.94,415.55,0.58,,,1586.70,2930.95,41.49,275.72,18.358
128.836,74.261,14.5,-0.47,32.23,8.09,22.26,2213.9,232.33,7.74,786.35,0.66,,,2196.20,2384.60,127.55,272.68,35.125
128.836,74.261,19.4,-0.63,32.41,7.42,24.46,2218.8,230.69,7.73,813.91,0.64,35.78,,2205.00,2381.24,130.19,272.52,36.377
146.825,74.268,0.0,2.01,19.49,38.22,4.34,1611.0,369.36,7.89,446.63,0.55,3.25,0.29,1587.00,2850.06,2.86,275.16,19.771
146.825,74.268,16.0,1.99,19.49,27.67,4.61,1609.0,367.82,7.88,452.86,0.54,3.85,0.22,1586.00,2848.26,4.58,275.14,20.048
133.87,74.3,0.0,3.04,13.12,53.75,18.52,1279.0,373.00,7.87,423.68,0.33,18.00,0.44,1277.00,3406.11,7.39,276.19,18.685
133.87,74.3,7.0,3.04,13.12,53.83,18.66,1283.0,374.00,7.86,429.77,0.33,26.30,0.47,1281.00,3416.78,6.41,276.19,18.953
138.089,74.3,0.0,2.32,18.54,19.89,2.31,1496.0,366.00,7.91,407.25,0.50,,0.38,1475.00,2785.27,5.89,275.47,18.007
138.089,74.3,10.0,2.23,18.82,,2.65,1512.0,364.00,7.91,414.72,0.50,,,1491.00,2773.00,8.00,275.38,18.344
138.089,74.3,19.0,0.19,28.02,20.40,10.31,2028.0,193.00,7.42,1593.26,0.28,,,2104.00,2628.59,172.49,273.34,70.996
140.379,74.327,0.0,2.21,15.94,38.43,3.47,1457.4,374.00,7.75,595.60,0.31,3.27,0.27,1466.00,3219.94,6.52,275.36,26.346
140.379,74.327,10.0,0.31,16.83,43.29,6.49,1510.9,356.65,7.70,669.10,0.27,3.63,0.19,1530.00,3182.57,40.84,273.46,29.803
157.0018,74.3355,3.9,1.86,20.29,,0.02,1635.2,,7.89,459.69,0.54,,,1582.30,2729.07,,275.01,20.360
157.0018,74.3355,10.4,0.75,23.22,,0.02,1703.2,372.12,7.89,463.14,0.58,,,1659.00,2500.70,1.73,273.90,20.596
157.0018,74.3355,14.8,-0.79,26.07,,0.06,1894.5,369.10,7.68,815.11,0.42,,,1882.20,2526.92,11.79,272.36,36.452
157.0018,74.3355,20.0,-1.09,30.41,,0.05,2099.6,313.46,7.55,1198.94,0.38,,,2135.90,2458.26,57.63,272.06,53.676
157.0018,74.3355,25.1,-1.15,31.63,,0.17,2169.6,220.66,7.49,1421.90,0.35,,,2221.70,2458.22,147.55,272.00,63.674
157.0018,74.3355,31.9,-1.15,31.64,,0.23,2174.6,182.01,7.49,1407.51,0.35,,,2220.40,2456.39,186.17,272.00,63.029
144.994,74.352,0.0,2.38,17.51,18.20,4.00,1422.0,373.00,7.88,420.70,0.43,2.73,0.20,1408.00,2815.20,1.33,275.53,18.598
144.994,74.352,17.0,2.41,17.53,18.41,5.88,1423.0,368.00,7.88,429.43,0.42,4.46,0.23,1410.00,2815.66,5.92,275.56,18.981
145.2808,74.3718,4.6,1.79,17.53,,0.83,1511.1,356.78,7.72,665.21,0.31,,,1498.00,2990.48,23.19,274.94,29.469
145.2808,74.3718,10.9,1.77,18.06,,0.98,1537.9,348.78,7.69,711.25,0.30,,,1533.00,2970.85,29.89,274.92,31.512
145.2808,74.3718,16.1,1.75,18.23,,1.01,1556.3,344.57,7.70,700.87,0.32,,,1544.50,2965.61,33.80,274.90,31.054
144.827,74.400,3.8,1.87,19.53,9.98,2.95,1507.3,340.17,7.90,412.49,0.50,7.44,,1481.60,2655.25,33.32,275.02,18.269
144.827,74.400,10.1,2.02,19.86,10.37,3.32,1541.5,331.00,7.89,438.92,0.50,,,1517.40,2674.78,40.08,275.17,19.429
144.827,74.400,15.6,2.32,20.54,11.25,6.07,1573.5,320.31,7.85,491.42,0.48,9.80,,1553.90,2648.28,45.94,275.47,21.728
139.359,74.402,3.5,2.07,18.03,11.23,2.19,1453.0,341.37,7.89,421.26,0.45,8.53,,1433.70,2783.30,34.48,275.22,18.644
139.359,74.402,10.3,2.20,18.80,11.84,4.32,1491.5,335.06,7.85,472.75,0.43,,,1476.50,2748.72,37.25,275.35,20.912
139.359,74.402,15.6,2.16,18.96,11.93,4.52,1511.1,329.94,7.85,476.41,0.44,,,1495.50,2761.29,42.33,275.31,21.077
139.359,74.402,18.5,2.42,19.58,11.95,7.72,1596.0,315.47,7.83,520.71,0.46,,,1581.00,2826.10,52.58,275.57,23.016
139.359,74.402,20.9,1.89,22.51,12.07,10.28,1669.1,302.22,7.77,611.75,0.45,11.26,,1660.10,2581.49,62.61,275.04,27.091
161.3353,74.4167,3.9,0.72,23.92,,0.01,1746.2,379.72,7.98,371.00,0.75,,0.52,1677.00,2454.02,-7.67,273.87,16.500
161.3353,74.4167,10.1,0.49,24.12,,0.01,1756.3,380.06,7.99,365.45,0.76,,,1696.50,2462.24,-6.26,273.64,16.267
161.3353,74.4167,14.9,-0.78,26.77,,0.01,1900.5,390.36,8.01,363.53,0.88,,,1835.50,2399.39,-11.63,272.37,16.257
161.3353,74.4167,25.1,-1.17,28.92,,0.01,2031.6,353.15,7.92,473.79,0.80,,,1971.20,2385.57,23.20,271.98,21.218
161.3353,74.4167,31.9,-0.99,31.86,,0.02,2199.5,279.53,7.80,674.49,0.72,,,2171.20,2385.07,86.45,272.16,30.187
161.3353,74.4167,44.6,-1.33,32.38,,0.08,2204.2,208.60,7.60,1091.86,0.46,,0.95,2230.50,2411.19,159.18,271.82,48.926
168.4988,74.4167,4.0,-0.55,28.11,,0.01,1955.5,398.39,8.12,284.33,1.18,,,1839.30,2290.49,-25.90,272.60,12.704
168.4988,74.4167,10.1,-0.48,28.18,,0.01,1963.2,371.40,8.11,288.35,1.17,,,1847.60,2294.59,0.22,272.67,12.881
168.4988,74.4167,19.9,-1.08,30.61,,0.01,2111.9,415.65,8.15,277.48,1.40,,,1988.80,2274.40,-45.16,272.07,12.423
168.4988,74.4167,30.0,-1.45,32.00,,0.02,2203.6,361.82,8.02,393.42,1.14,,,2117.30,2315.62,8.21,271.70,17.637
168.4988,74.4167,40.2,-1.63,32.52,,0.05,2228.3,262.57,7.75,771.90,0.64,,,2221.80,2391.13,107.78,271.52,34.627
168.4988,74.4167,50.1,-1.65,32.61,,0.07,2238.3,215.92,7.64,1008.18,0.51,,,2259.90,2425.88,154.41,271.50,45.230
163.6647,74.4180,4.1,-0.14,27.27,,0.01,1819.5,386.19,8.03,334.43,0.90,,,1735.90,2228.28,-15.36,273.01,14.920
163.6647,74.4180,15.1,-0.36,27.79,,0.01,1895.8,383.58,8.07,307.74,1.04,,,1795.50,2261.61,-12.06,272.79,13.741
163.6647,74.4180,20.2,-0.94,29.78,,0.01,2064.5,417.27,8.13,287.97,1.29,,,1942.30,2282.62,-45.80,272.21,12.885
163.6647,74.4180,30.2,-1.34,31.54,,0.01,2124.5,402.35,8.10,311.30,1.29,,,2007.90,2227.88,-32.00,271.81,13.950
163.6647,74.4180,40.0,-1.58,32.37,,0.06,2209.5,270.05,7.78,707.09,0.68,,,2186.40,2363.81,100.26,271.57,31.714
163.6647,74.4180,51.0,-1.62,32.55,,0.09,2213.9,254.25,7.74,788.22,0.62,,,2198.10,2363.62,115.95,271.53,35.359
163.6647,74.4180,51.0,-1.62,32.55,,0.09,2212.2,254.07,,,,,,2198.00,2363.51,116.12,271.53,0.000
165.9990,74.4185,4.1,-0.14,27.27,,0.01,1912.2,380.59,8.08,312.60,1.05,,0.59,1817.80,2333.44,-9.77,273.01,13.946
165.9990,74.4185,10.0,-0.40,27.54,,0.01,1925.1,,8.10,292.44,1.11,,,1820.30,2313.40,,272.75,13.060
165.9990,74.4185,15.1,-0.36,27.79,,0.01,1940.4,386.64,8.11,285.93,1.15,,,1830.70,2305.95,-15.12,272.79,12.767
165.9990,74.4185,20.2,-0.94,29.78,,0.01,2048.6,415.53,8.16,260.82,1.38,,,1914.30,2249.71,-44.05,272.21,11.671
165.9990,74.4185,35.1,-1.52,32.03,,0.02,2203.7,343.65,8.01,407.19,1.10,,,2121.60,2318.45,26.99,271.63,18.259
165.9990,74.4185,51.0,-1.62,32.55,,0.07,2225.9,225.38,7.66,954.78,0.53,,0.82,2237.40,2405.88,144.82,271.53,42.830
144.001,74.425,0.0,1.32,17.97,43.87,4.66,1630.8,379.67,7.77,612.70,0.37,4.70,0.24,1634.00,3182.88,3.79,274.47,27.190
144.001,74.425,18.0,1.27,18.43,44.09,5.13,1631.3,377.70,7.75,631.10,0.37,4.52,0.22,1636.00,3106.59,4.95,274.42,28.012
151.019,74.431,0.0,2.42,17.76,17.44,5.00,1430.0,373.00,7.91,394.28,0.47,4.33,0.28,1411.00,2780.06,0.16,275.57,17.428
151.019,74.431,12.0,2.78,22.14,15.59,11.45,1682.0,351.00,7.89,463.32,0.61,11.53,0.36,1652.00,2612.03,6.65,275.93,20.453
134.342,74.483,0.0,3.16,14.38,,7.66,1373.0,368.00,7.87,440.76,0.38,8.66,0.19,1367.00,3327.65,7.64,276.31,19.430
134.342,74.483,16.0,2.96,15.17,51.51,10.93,1368.0,368.00,7.90,406.57,0.40,8.80,0.15,1359.00,3135.67,7.28,276.11,17.935
140.23,74.495,0.0,1.85,16.04,37.68,2.14,1470.6,247.92,7.76,582.70,0.32,1.98,0.19,1478.00,3225.20,135.86,275.00,25.809
140.23,74.495,14.0,-0.08,21.90,49.14,3.29,1839.0,378.05,7.46,1359.70,0.23,,,1908.00,3049.80,8.07,273.07,60.649
140.23,74.495,27.0,-0.52,24.74,39.60,7.22,1985.2,295.40,7.39,1686.30,0.22,,,2077.00,2938.93,86.74,272.63,75.339
136.0097,74.5032,3.7,2.26,15.66,,0.04,1452.9,378.73,7.90,427.26,0.43,,,1417.40,3167.62,2.08,275.41,18.896
136.0097,74.5032,8.4,1.55,18.17,,0.04,1457.1,378.24,7.91,402.60,0.46,,,1425.50,2745.65,2.28,274.70,17.851
136.0097,74.5032,14.9,-1.05,26.51,,0.02,2184.9,322.06,7.85,627.38,0.69,,,2118.30,2797.11,60.25,272.10,28.084
136.0097,74.5032,22.0,-1.34,30.76,,0.05,2200.7,274.19,7.76,762.21,0.63,,,2185.90,2487.11,98.38,271.81,34.155
136.0097,74.5032,25.4,-1.41,31.28,,0.17,2228.7,246.66,7.65,981.89,0.51,,,2226.90,2492.02,125.15,271.74,44.012
137.491,74.55,0.0,2.52,16.22,36.37,1.97,1409.0,371.00,7.91,395.59,0.44,,0.22,1394.00,3007.64,5.62,275.67,17.479
137.491,74.55,12.0,2.33,17.22,,2.08,1445.0,368.00,7.92,394.28,0.47,,,1426.00,2898.21,7.58,275.48,17.433
137.491,74.55,22.0,-0.92,31.05,17.84,7.17,2183.0,185.00,7.50,1384.27,0.36,,0.11,2239.00,2524.08,182.60,272.23,61.936
153.425,74.564,0.0,1.86,20.99,27.75,12.14,1689.4,370.02,7.83,539.90,0.49,11.28,0.29,1674.00,2791.53,-0.58,275.01,23.913
153.425,74.564,14.4,1.86,21.01,27.43,15.53,1752.6,363.96,7.83,555.90,0.51,17.09,0.53,1736.00,2891.50,5.32,275.01,24.621
158.2465,74.5835,3.7,2.01,20.30,,0.02,1635.7,370.58,7.91,442.13,0.56,,,1587.40,2736.59,-0.64,275.16,19.572
158.2465,74.5835,10.1,1.47,21.97,,0.02,1675.8,369.21,7.92,429.23,0.61,,,1621.90,2583.83,1.16,274.62,19.038
158.2465,74.5835,15.1,-0.56,24.86,,0.01,1835.4,376.01,7.89,486.80,0.62,,,1796.00,2528.28,6.16,272.59,21.752
158.2465,74.5835,19.9,-1.11,30.16,,0.05,2043.3,242.78,7.63,957.25,0.44,,,2048.50,2376.85,129.23,272.04,42.859
158.2465,74.5835,29.9,-1.18,31.35,,0.12,2156.5,187.85,7.50,1363.46,0.36,,,2210.60,2468.08,181.43,271.97,61.063
149.04,74.647,0.0,2.34,22.03,16.09,122.52,1692.0,372.00,7.91,443.73,0.63,152.40,1.37,1660.00,2637.31,-10.02,275.49,19.619
149.04,74.647,9.0,2.33,22.32,,214.51,1700.0,371.00,7.91,448.40,0.63,215.20,1.69,1668.00,2615.71,-9.73,275.48,19.826
130.0163,74.7240,2.2,7.10,5.28,17.57,0.53,989.9,365.76,7.72,547.82,0.17,,0.15,955.10,6326.48,-1.66,280.25,23.810
130.0163,74.7240,4.4,7.07,5.29,17.69,0.05,991.1,364.91,7.72,545.82,0.17,,0.16,956.80,6330.91,-0.58,280.22,23.725
130.0163,74.7240,10.1,-1.01,22.47,15.67,0.03,1772.4,368.08,7.79,612.62,0.44,,0.87,1752.50,2729.46,26.06,272.15,27.419
130.0163,74.7240,15.7,-1.17,28.44,,0.02,2145.0,347.47,7.85,603.26,0.72,,,2106.60,2592.84,30.33,271.98,27.017
130.0163,74.7240,28.5,-1.61,32.26,,0.15,2232.4,274.43,7.78,714.32,0.69,,,2208.60,2396.37,96.53,271.54,32.042
130.0163,74.7240,32.0,-1.61,32.26,5.79,0.16,2239.9,274.43,7.79,713.71,0.70,,0.90,2210.10,2398.02,96.53,271.54,32.015
140.001,74.762,0.0,2.36,15.13,36.98,4.39,1416.7,373.60,7.80,521.60,0.33,3.64,0.23,1419.00,3283.35,7.75,275.51,23.060
